id_sensibilidade,database,string_id,arquivo_origem,identificador_fonte,eid,wos_accession_number,doi,doi_norm,titulo,titulo_norm,resumo,palavras_chave,autores,ano,fonte_periodico,tipo_documento,url,citacoes,idioma,resumo_presente
SENS_SCOPUS_01109,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,SCOPUS_A5_2009-2026.csv,2-s2.0-85207938225,2-s2.0-85207938225,,10.1007/978-981-97-7494-4_3,10.1007/978-981-97-7494-4_3,Neural Networks for Cloud-Based Industrial Internet of Things,neural networks for cloud based industrial internet of things,"The integration of Neural Networks (NNs) with Cloud-Based IIoT has emerged as a transformative paradigm in modern industrial settings. This paper explores the synergy between NNs and Cloud-based IIoT, presenting a comprehensive overview of their integration, applications, and benefits. The fusion of NNs and IIoT in the cloud facilitates intelligent data processing, predictive analytics, and real-time decision-making, revolutionizing industrial processes. Special attention is given to the challenges and opportunities posed by this integration, such as data security, latency concerns, and scalability issues. Furthermore, the chapter delves into the diverse applications of NNs in Cloud-based IIoT, ranging from predictive maintenance and quality control to energy optimization and anomaly detection. The security aspects of deploying NNs in the Cloud for IIoT are thoroughly examined, addressing data privacy, authentication, and secure communication protocols. Additionally, the paper discusses the role of edge computing in augmenting the capabilities of Cloud-based NNs, enabling localized decision-making and reducing latency. It emphasizes the need for collaborative research efforts to overcome obstacles and unleash the complete capabilities, fostering a new era of intelligent, connected, and data-driven industrial ecosystems. The presented insights aim to guide researchers, practitioners, and decision-makers in harnessing the transformative power of NNs within the realm of Cloud-based IIoT, ultimately advancing the state-of-the-art in industrial automation and intelligent manufacturing. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2025.",Cloud-based; Distributed computing; Edge computing; Industrial Internet of Things (IIoT); Neural networks; Predictive analytics,Kumar S.; Lalitha Kameswari Y.; Koteswara Rao S.; Moram V.; Shital S.,2025,Studies in Computational Intelligence,Livro ou serie de livro,https://www.scopus.com/pages/publications/85207938225?origin=resultslist,3,English,sim
SENS_SCOPUS_01110,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,SCOPUS_A5_2009-2026.csv,2-s2.0-105034209488,2-s2.0-105034209488,,,,A Compact Self-Healing Grid System using Arduino and Machine Learning for Fault Management,a compact self healing grid system using arduino and machine learning for fault management,"This research paper presents a compact self-healing grid system designed to automate fault detection, optimize power distribution, and provide real-time notifications and data for predictive analysis. The system leverages Arduino for grid management, an LCD for real-time display of grid status, switches to simulate faults, and a buzzer for audible fault alarms. Voltage sensors and current sensors continuously monitor the power system, while a NodeMCU (ESP8266) module facilitates the sending of real-time alerts via Telegram messaging. In the event of a fault, the system detects the anomaly, reroutes power to maintain supply, and sends alerts containing detailed voltage, current, and power data. The system is further enhanced by integrating machine learning (ML), which processes this data for predictive maintenance and fault detection, enabling grid operators to anticipate and prevent failures. By combining real-time monitoring, automatic rerouting, and ML-driven predictive capabilities, this self-healing grid system improves both the resilience and efficiency of power distribution networks, offering a scalable solution for grid automation and management. © Grenze Scientific Society, 2025.",fifth term; first term; fourth term; second term; sixth termrds; third term,Gopalakrishna Murthy C.R.; Pavithra G.; Ninawe S.S.; Manjunath T.C.,2025,"16th International Conference on Advances in Computing, Control, and Telecommunication Technologies, ACT 2025",Trabalho em evento,https://www.scopus.com/pages/publications/105034209488?origin=resultslist,0,English,sim
SENS_SCOPUS_01111,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,SCOPUS_A5_2009-2026.csv,2-s2.0-105010196565,2-s2.0-105010196565,,10.1109/INCIP64058.2025.11020528,10.1109/incip64058.2025.11020528,Predictive Analysis Development Using Machine Learning for Industrial Equipments,predictive analysis development using machine learning for industrial equipments,"The project titled 'Predictive Analysis Development Using Machine Learning for Industrial Equipment' aims to improve predictive maintenance (PdM) by utilizing machine learning (ML) models to foresee equipment failures before they happen. By examining realtime sensor data such as temperature, vibration, and pressure, the goal is to transition maintenance strategies from a reactive to a proactive stance. Various machine learning models, including Random Forest, Logistic Regression, Support Vector Machines (SVM), and K-Nearest Neighbors (KNN), are employed to forecast failures, while unsupervised methods like Isolation Forest and Autoencoders are used to identify anomalies. Combining these techniques enhances the accuracy of predicting both frequent and infrequent failures, which in turn reduces downtime and maintenance expenses. This proactive strategy boosts operational efficiency by facilitating timely interventions, optimizing maintenance schedules, and lowering repair costs, marking a significant advancement in the management of industrial equipment.  © 2025 IEEE.",Anomaly Detection; Component failures maintenance system; Predictive Maintenance(PDM),Saraswathi P.; Bavithra B.; Shruthi P.H.; Jothi V.P.I.; Jeevasri P.R.; Sulthana Z.S.,2025,"Proceedings - International Conference on Next Generation Communication and Information Processing, INCIP 2025",Trabalho em evento,https://www.scopus.com/pages/publications/105010196565?origin=resultslist,1,English,sim
SENS_SCOPUS_01112,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,SCOPUS_A5_2009-2026.csv,2-s2.0-105000774028,2-s2.0-105000774028,,10.1117/12.3061644,10.1117/12.3061644,Research and implementation of intelligent operation and maintenance system for rail transit power supply equipment based on neural network,research and implementation of intelligent operation and maintenance system for rail transit power supply equipment based on neural network,"Within the dynamic context of today's urban rail transit networks, the stable and reliable operation of rail transit power supply equipment is essential for ensuring both the safety and economic development of urban transportation. However, traditional approaches to power supply equipment operation and maintenance management often grapple with issues such as inadequate data processing accuracy and limited predictive precision. These challenges not only impede the safety and operational efficiency of the rail transit system but also hinder the sustainable development of urban transportation. In response, researchers are actively exploring the fusion of cutting-edge deep learning technology and classical signal processing methods to improve the accuracy of processing rail transit power supply equipment data and enhance predictive capabilities. Deep learning technology, a prominent solution in recent years, demonstrates robust capabilities in data modeling and analysis, especially within the realm of time series data processing. Particularly, the long short-term memory network (LSTM), a specialized form of recurrent neural network, boasts excellent memory retention and sequence modeling capabilities, finding wide applications in various time series data analysis tasks. Concurrently, the Savitzky-Golay filter, recognized as a classical data smoothing method, effectively eliminates noise and ensures signal stability, with extensive usage in signal processing and data preprocessing domains. By integrating the deep LSTM network with the Savitzky-Golay filter, the synergistic strengths of both approaches can be fully leveraged, promoting enhanced capabilities in accurate modeling and predictive analysis of power supply equipment data. This integration facilitates precise predictions of equipment operational status and enables intelligent decision-making support. Therefore, this research aims to present innovative solutions for intelligent operation and maintenance management of urban rail transit power supply equipment by integrating advanced deep learning technology with classical signal processing methods. The overarching goal is to elevate the safety and operational efficiency of urban transportation and promote the sustainable development of urban transportation systems. Additionally, this research offers crucial theoretical exploration and practical guidance, especially in the application of deep learning technology in the field of transportation facilities management. © 2025 SPIE.",intelligent operation and maintenance system; LSTM network; Savitzky-Golay filter; SGLSTM model,Deng X.,2025,Proceedings of SPIE - The International Society for Optical Engineering,Trabalho em evento,https://www.scopus.com/pages/publications/105000774028?origin=resultslist,2,English,sim
SENS_SCOPUS_01113,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,SCOPUS_A5_2009-2026.csv,2-s2.0-105015892816,2-s2.0-105015892816,,10.59953/paperasia.v41i4b.423,10.59953/paperasia.v41i4b.423,A Systematic Literature Review: Machine Learning Approaches in Building Condition Assessment & Survey Systems,a systematic literature review machine learning approaches in building condition assessment survey systems,"Building condition assessment plays a vital role in ensuring effective facility management and maintenance planning. Traditional methods, however, are often labor-intensive, prone to human error, and lack standardization, limiting their efficiency and reliability. The emergence of machine learning (ML) offers a transformative approach, enabling automated inspections and improved accuracy. This paper presents a systematic literature review (SLR) to explore the current state of ML applications in building condition assessment and survey systems. Following the SALSA (Search, Appraisal, Synthesis, Analysis) framework, 223 studies from leading databases such as Scopus and IEEE Xplore were meticulously analyzed based on strict inclusion criteria. The review reveals that Support Vector Machines (SVMs) and Convolutional Neural Networks (CNNs) are the most frequently applied ML techniques, achieving up to 65% time savings compared to traditional methods. While these advancements demonstrate the potential of ML, challenges remain in key areas such as data standardization, model generalization, and scalability. Additionally, the integration of ML systems with existing building assessment frameworks poses significant hurdles that must be addressed. This study provides a comprehensive overview of current ML-based advancements, highlighting their implications for more efficient and reliable building assessment processes. It also identifies critical research gaps, particularly in scalability, integration, and cross-domain adaptability, to foster widespread adoption of these innovative technologies in facility management practices. © 2025, IPMEDIA SDN BHD. All rights reserved.",Building condition assessment; Convolutional Neural Networks (CNN); Machine Learning (ML); Scalability; Support Vector Machines (SVM),Hairudin A.R.; Che Ani A.I.; Md Zin R.; Mohd Nor M.F.I.; Mat Jusoh@Hussain A.H.,2025,Paper Asia,Artigo de periodico,https://www.scopus.com/pages/publications/105015892816?origin=resultslist,0,English,sim
SENS_SCOPUS_01114,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,SCOPUS_A5_2009-2026.csv,2-s2.0-105012825264,2-s2.0-105012825264,,10.29354/diag/204573,10.29354/diag/204573,ANALYSIS AND FAULT DIAGNOSIS IN POINT ABSORBER WAVE ENERGY CONVERSION SYSTEMS USING FAULT TREE AND BAYESIAN NETWORKS,analysis and fault diagnosis in point absorber wave energy conversion systems using fault tree and bayesian networks,"This paper presents a comprehensive analysis and fault diagnosis approach for wave energy conversion (WEC) systems, specifically focusing on point absorber technology, using Bayesian Networks (BNs). The main objective of this work is to develop a probabilistic framework that enhances fault detection and diagnosis by modeling the interdependencies between key subsystems, including the power take-off (PTO) mechanism, mooring lines, and electrical components. Wave energy conversion systems offer a promising solution for sustainable energy generation, but fault detection remains a critical challenge in ensuring continuous and efficient operation. The proposed approach enables a probabilistic evaluation of failure modes and their impact on overall system performance by modeling the complex interdependencies between system components. By integrating environmental factors, historical failure logs, and operational data, the Bayesian network allows real-time dynamic updates of fault probabilities, facilitating predictive maintenance techniques. The proposed approach aims to improve system reliability, reduce downtime, and optimize maintenance strategies. Case studies are provided to validate the approach, demonstrating significant improvements in early fault detection. The results underscore the potential of Bayesian networks as a powerful tool for enhancing the operational resilience and sustainability of wave energy conversion systems. The analysis focuses on key subsystems, including the power take-off mechanism, mooring lines, and electrical components, where failures are most likely to occur due to harsh marine conditions. © 2025 by the Authors.",bayesian networks; fault tree analysis; point absorber; probabilistic modeling; wave energy converters,Guemmour M.B.; Negadi K.; Araria R.; Bey M.,2025,Diagnostyka,Artigo de periodico,https://www.scopus.com/pages/publications/105012825264?origin=resultslist,5,English,sim
SENS_SCOPUS_01115,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,SCOPUS_A5_2009-2026.csv,2-s2.0-105010187759,2-s2.0-105010187759,,10.1109/JIOT.2025.3581906,10.1109/jiot.2025.3581906,Semi-Bipartite Graph-Based Representation Learning Method for Remaining Useful Life Prognosis With Missing Values,semi bipartite graph based representation learning method for remaining useful life prognosis with missing values,"Remaining useful life (RUL) prediction plays a pivotal role in prognostics and health management (PHM) systems, which enhances the reliability of operating equipment and reduces maintenance costs. With the advent of Industrial Internet of Things (IIoT) technology, it becomes feasible to obtain performance-degradation data that precisely mirrors the health status of equipment. This facilitates real-time process monitoring of device status and promotes intelligent predictive maintenance methods, thereby achieving more accurate RUL estimations. Nonetheless, IIoT systems often suffer from sensing or communication failures in practical industrial scenarios, leading to fragmented multivariate time-series data with missing observations from partial edge devices, which severely restricts the performance of RUL prediction. To address this issue, a graph-based representation learning (RL) method is skillfully proposed for RUL prediction with missing values. Specifically, the observations and features in multivariate time-series are regarded as two distinct nodes types in a semi-bipartite graph. Furthermore, the observed values are viewed as real edges whereas the dependency between timestamps and the correlation between features as virtual edges. In this scheme, the RL for multivariate time-series is expressed as the graph-level tasks. The acquired representations in the observation missing mode possess the capability to extract meaningful information and unveil underlying patterns from fragmented data, which bolsters the performance of RUL estimations through direct imputation or end-to-end architecture. The effectiveness and robustness of the proposed method are validated through the results of comparative experiments under different missing patterns using the C-MAPSS dataset, demonstrating its capability to enhance predictive maintenance in IIoT-enabled systems while reducing unexpected failures and maintenance costs. © 2014 IEEE.",Missing values; remaining useful life (RUL); representation learning (RL); semi-bipartite graph,Zhang Y.; Yin H.; Hu Z.; Zhang T.,2025,IEEE Internet of Things Journal,Artigo de periodico,https://www.scopus.com/pages/publications/105010187759?origin=resultslist,0,English,sim
SENS_SCOPUS_01116,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,SCOPUS_A5_2009-2026.csv,2-s2.0-85216843595,2-s2.0-85216843595,,10.14569/IJACSA.2025.01601112,10.14569/ijacsa.2025.01601112,Intelligent Fault Diagnosis for Elevators Using Temporal Adaptive Fault Network,intelligent fault diagnosis for elevators using temporal adaptive fault network,"Contemporary cities depend on elevators for verti- cal mobility in residential, commercial, and industrial buildings. However, elevator system malfunctions may cause operational interruptions, economic losses, and safety dangers, requiring advanced tools for detection. High-dimensional sensor data, tem- poral interdependence, and fault dataset imbalances are common problems in fault detection algorithms. These restrictions reduce fault diagnostic accuracy and reliability, especially in real-time applications. This paper presents a Temporal Adaptive Fault Network (TAFN) to overcome these issues. The system uses Temporal Convolution Layers to capture sequential dependencies, Adaptive Feature Refinement Layers to dynamically improve feature relevance, and a Fault Decision Head for correct clas- sification. For reliable performance, the Weighted Divergence Analyzer and innovative data processing methods are used for feature selection. Experimental findings show that the TAFN model outperforms state-of-the-art fault classification approaches with an F1-score of 98.5% and an AUC of 99.3%. The model's capacity to handle unbalanced datasets and complicated temporal patterns makes it useful in real life. The paper also proposes the Fault Temporal Sensitivity Index (FTSI) to assess fault prediction temporal consistency. The results demonstrate that TAFN may revolutionize elevator problem detection, improving reliability, downtime, and safety. This technique advances predictive main- tenance tactics for critical infrastructure. © (2025), (Science and Information Organization). All rights reserved.",Elevator fault diagnosis; fault classification; feature refinement; multivariate time-series data; predictive maintenance; temporal adaptive fault network,Chen Z.,2025,International Journal of Advanced Computer Science and Applications,Artigo de periodico,https://www.scopus.com/pages/publications/85216843595?origin=resultslist,0,English,sim
SENS_SCOPUS_01117,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,SCOPUS_A5_2009-2026.csv,2-s2.0-105037326303,2-s2.0-105037326303,,10.1109/ICRTEECT67512.2025.11448904,10.1109/icrteect67512.2025.11448904,Detection and Diagnosis System of Three-Phase Induction Motor using Real-Time Data,detection and diagnosis system of three phase induction motor using real time data,"The motivation for this study is the design and implementation of an IoT-based system for fault detection and diagnostic purposes in a three-phase induction motor. The system uses current and voltage sensors, ESP8266 Wi-Fi module, and ThinkSpeak cloud platform for real-time monitoring, fault detection, and predictive maintenance. These include the common motor faults of overcurrent, under voltage, and phase imbalance, which are the major causes of motor failure and disturbances in operation. An IoT-based system will facilitate remote monitoring so the user can assess the performance of the motor and identify potential faults in the early stage. Remote experimental evaluation has proved the system to detect faults accurately and give suggestions for timely maintenance. This proposed system will improve motor reliability, reduce downtime, and facilitate smooth industrial operations through fault diagnosis and preventive actions. © 2025 IEEE.",Fault detection; Internet of things(IoT); Real-time monitoring; Three-phase induction motor,Bondre V.; Rehpade H.; Madankar B.; Khadaskar D.; Bidkar D.; Dange Y.; Bondre S.; Yadav U.; Nanwani J.,2025,"ICRTEECT 2025 - 2nd International Conference on Recent Trends in Electrical, Electronics and Computing Technologies",Trabalho em evento,https://www.scopus.com/pages/publications/105037326303?origin=resultslist,0,English,sim
SENS_SCOPUS_01118,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,SCOPUS_A5_2009-2026.csv,2-s2.0-105005825179,2-s2.0-105005825179,,10.1109/REEPE63962.2025.10970932,10.1109/reepe63962.2025.10970932,An Inference Spatiotemporal Machinery Prognostics Approach Based on Graph Learning,an inference spatiotemporal machinery prognostics approach based on graph learning,"Machinery prognostics facilitates predictive maintenance, minimizing downtime and operational expenses. Nonetheless, challenges persist due to low signal-to-noise ratio and non-stationary signals. Spatiotemporal feature extraction through recurrent and convolutional neural networks has shown promise in addressing these challenges. Nevertheless, the traditional convolutional learning algorithm, which is based on Euclidean distances between the learned features, can increase the model uncertainty. Moreover, traditional feature fusion techniques can weaken the model's performance. This study proposes a novel inferential spatiotemporal approach. Two independent networks based on long short-term memory and a graph convolutional network are designed to extract the influential spatiotemporal features. Then an adaptive neurofuzzy inferential network is introduced to calculate the remaining useful life based on the extracted spatiotemporal features. Experimental validation using a benchmark bearing dataset under various operational conditions demonstrates that the proposed approach outperforms existing state-of-the-art methods by 59.34 %. © 2025 IEEE.",graph convolutional networks; machinery prognostics; predictive maintenance; remaining useful life prediction,Ayman A.; Attallah O.; Onsy A.; Brooks H.; Morsi I.,2025,"International Youth Conference on Radio Electronics, Electrical and Power Engineering, REEPE",Trabalho em evento,https://www.scopus.com/pages/publications/105005825179?origin=resultslist,0,English,sim
SENS_SCOPUS_01119,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,SCOPUS_A5_2009-2026.csv,2-s2.0-105035357845,2-s2.0-105035357845,,10.1109/GIEST66547.2025.11387085,10.1109/giest66547.2025.11387085,Comprehensive Industrial Motor Fault Detection and Predictive Control: A Hybrid Deep Learning and IoT-Based Approach,comprehensive industrial motor fault detection and predictive control a hybrid deep learning and iot based approach,"Industrial motor reliability is critical for modern manufacturing systems, where unexpected failures can result in significant downtime and maintenance costs. This paper presents a comprehensive approach to industrial motor fault detection and predictive control that combines advanced deep learning techniques with practical IoT-based monitoring systems. This solution integrates two complementary methodologies: a hybrid CNN-LSTM architecture for sophisticated fault classification and a real-time IoT monitoring system using ESP32 microcontrollers with multi-sensor data acquisition. The deep learning component processes multi-sensor time series data from temperature, vibration, and RPM sensors to classify four distinct fault conditions: normal operation, overheating, excessive vibration, and RPM anomalies, achieving 79.8 % accuracy. The IoT system enables real-time monitoring through MQTT protocol communication and Node-RED dashboard visualization, facilitating immediate anomaly detection and historical data logging. The integrated approach demonstrates superior performance compared to traditional maintenance strategies, with the deep learning model outperforming individual CNN or LSTM architectures, while the IoT system provides cost-effective, scalable monitoring capabilities. Experimental validation shows 89.3 % precision for overheat detection and 6 7. 7 % for vibration faults, with real-time response capabilities suitable for industrial applications. This comprehensive solution addresses both the need for accurate fault classification and practical implementation requirements, offering a complete framework for modern predictive maintenance in Industry 4.0 environments. © 2025 IEEE.",CNN-LSTM; deep learning; ESP32; fault detection; industrial monitoring; IoT sensors; MQTT; predictive maintenance; time series classification,Dhruv; Rajawat A.; Ansari A.A.,2025,"2025 IEEE 2nd International Conference on Green Industrial Electronics and Sustainable Technologies, GIEST 2025",Trabalho em evento,https://www.scopus.com/pages/publications/105035357845?origin=resultslist,1,English,sim
SENS_SCOPUS_01120,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,SCOPUS_A5_2009-2026.csv,2-s2.0-105034871262,2-s2.0-105034871262,,,,Transformer Health Monitoring System,transformer health monitoring system,"Rising demands for reliable and effectual ability distribution in modern electric control grid increasingly call up for solid monitoring systems for critical substructure. Being a vital region of the power contagion system, transformer are subjected to a issue of mechanically skillful, electric, and environmental stresses, which, if not decently controlled, can cause failures. In this project, we propose a Transformer Health Monitoring System (THMS) using automobile learning (ML) models and real-time monitoring method to appraise the usable state and figure the health of transformer. The temperature, vibration, and crude grade have mark themselves as key parameters of transformer carrying out and possible defect stipulation that the organization will monitor with a entourage of sensors. Data Point skill faculty touch base to these sensors send data point to a centralised platform for existent-time processing and psychoanalysis. Some example of machine learning algorithmic rule apply to the sensor data for anomaly detection, fault classification, and predictive sustenance models are provided to examine the datum, discover the anomaly, and forecast possible loser before they find. By leverage supervised and unsupervised learning technique, the scheme can classify job types, forebode degradation course, and notice patterns in transformer demeanor. Decisiveness trees, suffer vector machines (SVM), random woodland, and deep acquisition models are sophisticated method that increase the effectiveness of fault spotting and condition-based monitoring (CBM). Statistical analysis and car-encyclopedism- educe insights precede to predictive upkeep recommendations, thereby facilitating proactive maintenance programming and operational optimization. The incorporation of machine learning greatly decreases false alarms and improves the truth of defect detection. © Grenze Scientific Society, 2025.",Machine Learning; Predictive Maintenance; Real-Time Monitoring; Transformer Health Monitoring,Dhareni K.G.; Rajendran A.; Ganesh L.P.; Dhanush M.; Arshath A.S.; Arunjith A.S.,2025,"16th International Conference on Advances in Computing, Control, and Telecommunication Technologies, ACT 2025",Trabalho em evento,https://www.scopus.com/pages/publications/105034871262?origin=resultslist,0,English,sim
SENS_SCOPUS_01121,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,SCOPUS_A5_2009-2026.csv,2-s2.0-105021470093,2-s2.0-105021470093,,10.1155/ina/9091911,10.1155/ina/9091911,Ventilation and Indoor Air Quality in Natatoriums: A CiteSpace-Based Bibliometric Review,ventilation and indoor air quality in natatoriums a citespace based bibliometric review,"This study presents a comprehensive bibliometric review of research on ventilation and air quality in swimming pool facilities from 2001 to 2025. Based on literature retrieved from Web of Science, Scopus, and PubMed, this study employs the CiteSpace visualization tool to analyze and shows that research has evolved from basic assessments of air exchange to multidimensional concerns including disinfection by-products (DBPs), pollutant exposure, thermal comfort, and energy efficiency. Despite these advances, significant gaps remain: most studies prioritize energy performance over detailed pollutant control, long-term high-resolution monitoring data are scarce, and ventilation standards often lack explicit criteria for swimmer health. Geographically, Canada, China, and the United States have led contributions in this field. The findings demonstrate a thematic transition from experience-based to precision control, supported by tools such as CFD, TRNSYS, and model predictive control, and signal growing potential for artificial intelligence and data-driven facility management. This review identifies core themes and technical trajectories, offering theoretical insight and decision-making support for the design and operation of low-carbon, health-oriented swimming pool environments. Copyright © 2025 Feng Qian et al. Indoor Air published by John Wiley & Sons Ltd.",artificial intelligence; bibliometric analysis; data-driven control; energy efficiency; indoor air quality; machine learning; natatorium; thermal comfort; ventilation,Qian F.; Luo Y.; Yang L.,2025,Indoor Air,Artigo de periodico,https://www.scopus.com/pages/publications/105021470093?origin=resultslist,0,English,sim
SENS_SCOPUS_01122,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,SCOPUS_A5_2009-2026.csv,2-s2.0-105007981933,2-s2.0-105007981933,,10.1109/ICTMIM65579.2025.10988000,10.1109/ictmim65579.2025.10988000,AI-Enhanced IoT Systems for Smart Predictive Maintenance in Steel Plants,ai enhanced iot systems for smart predictive maintenance in steel plants,"This paper introduces a smart Internet of Things (IoT) system that uses artificial intelligence (AI) to improve operational efficiency and reduce downtime in steel plants through predictive maintenance. It addresses equipment failures in steel plants with deployment of an AI-driven IoT system using neural networks for facilitating accurate defect prediction and minimizing maintenance expenses. The system uses neural networks for continuous operation and proactive maintenance, which are essential in steel production processes to provide productivity and safety. Early problem detection and health monitoring are made possible by integrating IoT devices for real-time data gathering and cloud computing for scalable data processing in the proposed system. Anomalies and impending breakdowns may be foreseen using neural networks trained on time-series sensor data, paving the way for predictive maintenance. The solution improves equipment dependability, optimizes maintenance schedules, and decreases operating costs using historical data and machine learning algorithms. Results from real-world applications show that the system may enhance maintenance plans while reducing downtime in steel manufacturing facilities. The results highlight how technology may revolutionize maintenance procedures, gain insight into proactive equipment management, and help the steel sector progress in smart production. © 2025 IEEE.",Downtime Reduction; Equipment Monitoring; Fault Prediction; Operational Efficiency; Smart Manufacturing; Steel Industry,Jame S.L.; Mallika S.S.; Pandey P.; Bhavani R.; Livingston L.M.M.; Meenakshi B.,2025,"Proceedings of 5th International Conference on Trends in Material Science and Inventive Materials, ICTMIM 2025",Trabalho em evento,https://www.scopus.com/pages/publications/105007981933?origin=resultslist,0,English,sim
SENS_SCOPUS_01123,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,SCOPUS_A5_2009-2026.csv,2-s2.0-105041765150,2-s2.0-105041765150,,10.1109/ICEC2NT65402.2025.11379969,10.1109/icec2nt65402.2025.11379969,Implementing Machine Learning Algorithms for Smart Grids' Dynamic Resource Management: Energy-Efficient Internet of Things Systems,implementing machine learning algorithms for smart grids dynamic resource management energy efficient internet of things systems,"Smart grids are among such examples that based on Internet of Things (IOT) technologies can monitor and control power generation, distribution and consumption in real-time manner to provide dynamic and responsive energy management. Yet smart grid system's complexity and scalability make them extremely challenging, especially when it comes to optimizing energy usage & load balancing as well as assuring the resilience of the grid to faults & uncertainties. Machine learning algorithms have been applied within conventional power systems to cope with dynamic resource management, particularly targeting energy-efficient IoT applications in smart grids, which would be key for real time decision making and demand-response techniques. Supervised learning, reinforcement learning, and deep learning are among the machine learning algorithms being applied more and more to the modeling, prediction, and optimization of energy use across the grid. This involves utilizing cutting-edge algorithms that are capable of processing the considerable volume of data generated by IoT sensors, facilitating the detection of patterns, atypical behaviour, and forecasts of energy consumption and availability. ML can also assist with the optimization of the distribution of loads on the grid by utilizing real-time data from connected devices and smart meters and predicting energy usage, thereby increasing the overall efficiency of the grid. Moreover, these systems can also be used to dynamically manage resource allocation to minimize energy excess, optimize peak load balancing, and improve stability in the grid. The study focuses on several ML approaches that are being used for predictive maintenance, fault detection, and demand-side management in the smart grid. This study provides insights for designing the next generation of smart grid systems that are energy efficient, cost-effective, sustainable, and compliant with reliability performance standards while addressing dynamic responses to energy demand. © 2025 IEEE.",Demand Response; Energy Consumption Optimization; Energy Efficiency; Load Balancing; Predictive Analytics; Real-Time Decision-Making; Smart Meters,Pandian G.; Kesavan K.,2025,"2025 International Conference on Electronics and Computing, Communication Networking Automation Technologies, ICEC2NT 2025",Trabalho em evento,https://www.scopus.com/pages/publications/105041765150?origin=resultslist,0,English,sim
SENS_SCOPUS_01124,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,SCOPUS_A5_2009-2026.csv,2-s2.0-105022074069,2-s2.0-105022074069,,10.13182/NPICHMIT25-46560,10.13182/npichmit25-46560,System-Level Prognostics with Explainable Artificial Intelligence,system level prognostics with explainable artificial intelligence,"System-level prognostics is crucial for ensuring reliability and enabling predictive maintenance in complex systems with interconnected components. This study presents a novel framework that integrates explainable artificial intelligence (XAI) with data-driven methods to predict the remaining useful life (RUL) of a subsystem within a nuclear power plant system. A nuclear power plant (NPP) operation was simulated to model the degradation behavior of NPP components, and three machine learning models-Gradient Boosting Regressor (GBR), Fully Connected Neural Network (FCNN), and Long Short-Term Memory (LSTM)-were evaluated for prognostics. The LSTM model demonstrated potential superior repeatability, while SHAP and Deep SHAP for explainability provided consistent and trustworthy global explanations. In contrast, LIME offered localized interpretability but showed reduced stability for sequential data. Key findings include the interplay between component-level degradation and system-wide performance, with LSTM effectively capturing these dynamics through sequence-level predictions. The XAI techniques enhanced transparency by identifying critical features influencing model predictions, and aligning with domain knowledge. This framework has significant implications for improving trust and understanding in predictive maintenance, particularly in safety-critical industries like nuclear energy. © 2025 AMERICAN NUCLEAR SOCIETY, INCORPORATED, WESTMONT, ILLINOIS 60559.",Deep Neural Networks; Gradient Boosting regressor; Local Interpretable Model-Agnostic Explanations; Predictive Maintenance; SHapley Additive exPlanations,Ifeanyi A.; Zanotelli M.; Coble J.,2025,"Proceedings of Nuclear Plant Instrumentation and Control and Human-Machine Interface Technology, NPIC and HMIT 2025",Trabalho em evento,https://www.scopus.com/pages/publications/105022074069?origin=resultslist,1,English,sim
