id_sensibilidade,database,string_id,titulo,doi,ano,n_registros_agrupados_sensibilidade,ids_sensibilidade_agrupados,classe,match_corpus_id,motivo_match
SENS_SCOPUS_00433,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Towards an Integrated Metaheuristic Approach for Workplace Performance Optimization,10.1007/978-3-032-19865-5_3,2026,1,SENS_SCOPUS_00433,JA_EXISTIA_NO_CORPUS,REG_04877,doi_exato
SENS_SCOPUS_00446,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Smart Facility Management of Sustainable Buildings Using AI and IoT Technologies,10.1109/ICETSIS68266.2026.11548974,2026,1,SENS_SCOPUS_00446,JA_EXISTIA_NO_CORPUS,REG_04829,doi_exato
SENS_SCOPUS_00461,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Optimizing the Efficiency of Operations & Maintenance Processes in Hospital Buildings Using Digital Systems & Applications; [تحسين كفاءة عمليات التشغيل والصيانة بمباني المستشفيات باستخدام الأنظمة والتطبيقات الرقمية],10.21608/jesaun.2025.376128.1478,2026,1,SENS_SCOPUS_00461,JA_EXISTIA_NO_CORPUS,REG_04723,doi_exato
SENS_SCOPUS_00467,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,The Application of Artificial Intelligence in Wastewater Monitoring and Treatment,10.1016/j.procs.2026.04.235,2026,1,SENS_SCOPUS_00467,JA_EXISTIA_NO_CORPUS,REG_04971,doi_exato
SENS_SCOPUS_00473,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Automated UAV-Based Crack Detection and Measurement Using CNN and High-Resolution Image Processing,10.1007/978-3-032-10649-0_54,2026,1,SENS_SCOPUS_00473,JA_EXISTIA_NO_CORPUS,REG_04982,doi_exato
SENS_SCOPUS_00474,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,AI-Driven Predictive Maintenance in Industry 4.0: A Systematic Review and Research Directions,10.1109/IRASET68627.2026.11538626,2026,1,SENS_SCOPUS_00474,JA_EXISTIA_NO_CORPUS,REG_07856,doi_exato
SENS_SCOPUS_00482,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Ambient Intelligent Environments in Facility Management: A Perspective for Emerging Economies,10.1007/978-3-032-08992-2_112,2026,1,SENS_SCOPUS_00482,JA_EXISTIA_NO_CORPUS,REG_04842,doi_exato
SENS_SCOPUS_00483,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,"Adoption of Smart Facilities Management in Ghana: Barriers, Opportunities, and the Shift From Traditional Practices",10.1002/isd2.70054,2026,2,SENS_SCOPUS_00483|SENS_WOS_art02_00172,JA_EXISTIA_NO_CORPUS,REG_04843,doi_exato
SENS_SCOPUS_00486,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Review on application of fully-mechanized mining equipment technologies based on digital twin; [基于数字孪生的综采装备技术应用研究综述],10.12438/cst.2025-1258,2026,1,SENS_SCOPUS_00486,JA_EXISTIA_NO_CORPUS,REG_04776,doi_exato
SENS_SCOPUS_00489,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Classification of building defects using ensemble machine learning models: a case study,10.1108/JFM-04-2025-0046,2026,2,SENS_SCOPUS_00489|SENS_WOS_art01_00592,JA_EXISTIA_NO_CORPUS,REG_04611,doi_exato
SENS_SCOPUS_00494,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Explainable Artificial Intelligence (XAI) for Interpretable Heritage Building Maintenance Prediction,10.1145/3786554.3786572,2026,1,SENS_SCOPUS_00494,JA_EXISTIA_NO_CORPUS,REG_04793,doi_exato
SENS_SCOPUS_00502,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,An Attention-Enhanced YOLOv8 Architecture for Leakage Detection in Building Systems,10.1061/JPCFEV.CFENG-5264,2025,2,SENS_SCOPUS_00502|SENS_WOS_art01_00041,JA_EXISTIA_NO_CORPUS,REG_09396,doi_exato
SENS_WOS_art01_00612,WoS,wos_nucleo_a5_sensibilidade_ia_ml,Maintenance 4.0 for HVAC Systems: Addressing Implementation Challenges and Research Gaps,10.3390/smartcities8020066,2025,2,SENS_SCOPUS_00519|SENS_WOS_art01_00612,JA_EXISTIA_NO_CORPUS,REG_07896,doi_exato
SENS_SCOPUS_00550,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,AI-driven integration of digital twins and blockchain for smart building management systems: A multi-stage empirical study,10.1016/j.jobe.2025.112439,2025,2,SENS_SCOPUS_00550|SENS_WOS_art01_00864,JA_EXISTIA_NO_CORPUS,REG_05348,doi_exato
SENS_SCOPUS_00568,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Service Engineering 4.0 Applicability: Results From Stakeholders′ Engagement Assessment in the Public Building Construction Projects,10.1155/je/5557271,2026,2,SENS_SCOPUS_00568|SENS_WOS_art02_00475,JA_EXISTIA_NO_CORPUS,REG_04967,doi_exato
SENS_SCOPUS_00571,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Bias prediction vs. parameter Estimation: Calibration Framework comparison for urban Building energy modeling considering application scenarios,10.1016/j.jclepro.2025.146663,2025,2,SENS_SCOPUS_00571|SENS_WOS_art02_00535,JA_EXISTIA_NO_CORPUS,REG_05187,doi_exato
SENS_SCOPUS_00584,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,AI-driven transformations in smart buildings: A review of energy efficiency and sustainable operations,10.1016/j.dte.2025.100068,2025,1,SENS_SCOPUS_00584,JA_EXISTIA_NO_CORPUS,REG_05108,doi_exato
SENS_SCOPUS_00586,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,BIM Management Applied to Architectural Projects,,2025,1,SENS_SCOPUS_00586,JA_EXISTIA_NO_CORPUS,REG_05293,titulo_exato
SENS_SCOPUS_00588,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Scalable Machine Learning Architectures for IPA-Driven Maintenance Task Allocation in Large-Scale Building Portfolios,10.1145/3700706.3700734,2025,1,SENS_SCOPUS_00588,JA_EXISTIA_NO_CORPUS,REG_05544,doi_exato
SENS_SCOPUS_00589,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Harnessing machine learning for rapid and cost-efficient 3D geometry generation in neighborhood energy modeling,10.1016/j.rineng.2025.107599,2025,2,SENS_SCOPUS_00589|SENS_WOS_art01_00180,JA_EXISTIA_NO_CORPUS,REG_05098,doi_exato
SENS_SCOPUS_00597,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Designing the future smart campus: integrating key elements to enhance user experience,10.1108/JSTPM-10-2024-0414,2025,2,SENS_SCOPUS_00597|SENS_WOS_art02_00547,JA_EXISTIA_NO_CORPUS,REG_05061,doi_exato
SENS_SCOPUS_00618,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Enhancing Cost Prediction and Estimation Techniques for Sustainable Building Maintenance and Future Development,10.3390/encyclopedia5040181,2025,2,SENS_SCOPUS_00618|SENS_CROSSREF_01413,JA_EXISTIA_NO_CORPUS,REG_05102,doi_exato
SENS_SCOPUS_00642,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Artificial Intelligence Empowering the Transformation of Building Maintenance: Current State of Research and Knowledge,10.3390/buildings15224118,2025,2,SENS_SCOPUS_00642|SENS_WOS_art01_00567,JA_EXISTIA_NO_CORPUS,REG_05150,doi_exato
SENS_SCOPUS_00644,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,"Research on the Maintenance Responsibility of Agricultural, Cultural, and Tourism Facilities from the Perspective of Project Lifecycle Management Based on XGBoost Algorithm",10.1145/3767624.3767654,2025,1,SENS_SCOPUS_00644,JA_EXISTIA_NO_CORPUS,REG_05184,doi_exato
SENS_SCOPUS_00645,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Enhancing the Reliability of Monopile-Supported Offshore Wind Turbines Through Digital-Twin Framework: State of the Art Review,10.1007/s40098-026-01517-2,2026,2,SENS_SCOPUS_00645|SENS_WOS_art02_00051,JA_EXISTIA_NO_CORPUS,REG_04963,doi_exato
SENS_SCOPUS_00690,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,GIS and BIM integration for assessing and maintaining existing buildings: a review,10.1680/jfoen.25.00020,2025,2,SENS_SCOPUS_00690|SENS_WOS_art01_00664,JA_EXISTIA_NO_CORPUS,REG_09114,doi_exato
SENS_SCOPUS_00693,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Optimizing Sustainable Value: The SCREAM Framework for Corporate Real Estate Asset Management,10.1007/978-3-032-08992-2_113,2026,1,SENS_SCOPUS_00693,JA_EXISTIA_NO_CORPUS,REG_04921,doi_exato
SENS_SCOPUS_00709,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Developing a Digital Library Framework for Archiving Maritime Engineering Blueprints,10.51983/ijiss-2025.IJISS.15.3.19,2025,1,SENS_SCOPUS_00709,JA_EXISTIA_NO_CORPUS,REG_05346,doi_exato
SENS_SCOPUS_00710,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Shaping the future of facility management. Market and literature insights on digital twin adoption,10.1108/F-02-2025-0029,2025,2,SENS_SCOPUS_00710|SENS_WOS_art02_00012,JA_EXISTIA_NO_CORPUS,REG_05236,doi_exato
SENS_SCOPUS_00724,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,"Unified system intelligence: Learning energy strategies for optimizing operations, maintenance, and market outcomes",10.1016/j.apenergy.2025.126906,2026,2,SENS_SCOPUS_00724|SENS_WOS_art02_00406,JA_EXISTIA_NO_CORPUS,REG_04947,doi_exato
SENS_SCOPUS_00729,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Intelligent energy management with IoT framework in smart cities using intelligent analysis: An application of machine learning methods for complex networks and systems,10.1016/j.jnca.2024.104089,2025,2,SENS_SCOPUS_00729|SENS_WOS_art02_00526,JA_EXISTIA_NO_CORPUS,REG_05501,doi_exato
SENS_SCOPUS_00734,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Machine learning techniques for predictive maintenance of building services: a comprehensive review and research outlook,10.1108/F-02-2025-0032,2025,3,SENS_SCOPUS_00734|SENS_WOS_art01_00156|SENS_CROSSREF_00693,JA_EXISTIA_NO_CORPUS,REG_05234,doi_exato
SENS_SCOPUS_00741,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Empowering Data-Driven Smart Cycling Initiatives: A Comprehensive Analysis of Existing Datasets for Bike Maintenance,10.1109/IE69249.2026.11539030,2026,1,SENS_SCOPUS_00741,JA_EXISTIA_NO_CORPUS,REG_07864,doi_exato
SENS_SCOPUS_00749,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Digital Twin for Building Asset Management: Challenges and Opportunities,10.1007/978-3-032-03534-9_34,2026,2,SENS_SCOPUS_00749|SENS_WOS_art01_00989,JA_EXISTIA_NO_CORPUS,REG_04860,doi_exato
SENS_SCOPUS_00763,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,The Use of BIM Models and Drone Flyover Data in Building Energy Efficiency Analysis,10.3390/en18133225,2025,2,SENS_SCOPUS_00763|SENS_WOS_art02_00192,JA_EXISTIA_NO_CORPUS,REG_05336,doi_exato
SENS_SCOPUS_00780,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Transforming high-rise residential maintenance: a 3D spatio-temporal model utilizing Industry 4.0 and lean principles,10.1108/F-06-2024-0085,2025,2,SENS_SCOPUS_00780|SENS_WOS_art02_00090,JA_EXISTIA_NO_CORPUS,REG_05548,doi_exato
SENS_SCOPUS_00785,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,"Machine Learning in Smart Buildings: A Review of Methods, Challenges, and Future Trends",10.3390/app15147682,2025,2,SENS_SCOPUS_00785|SENS_WOS_art01_00245,JA_EXISTIA_NO_CORPUS,REG_05350,doi_exato
SENS_SCOPUS_00793,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Full Life Cycle Management of Smart Distribution Network Based on Digital Twin: System Architecture and Application Verification,10.1007/978-981-95-6224-4_16,2026,1,SENS_SCOPUS_00793,JA_EXISTIA_NO_CORPUS,REG_04900,doi_exato
SENS_SCOPUS_00868,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,The role of digital technologies in heritage building maintenance: A comprehensive bibliometric study,10.1063/5.0291650,2025,1,SENS_SCOPUS_00868,JA_EXISTIA_NO_CORPUS,REG_05246,doi_exato
SENS_SCOPUS_00877,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,AI-Driven energy centered maintenance: Third edition,,2025,1,SENS_SCOPUS_00877,JA_EXISTIA_NO_CORPUS,REG_05428,titulo_exato
SENS_SCOPUS_00885,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Artificial intelligence in healthcare facilities asset information management: mixed review,10.1680/jinam.23.00033,2025,2,SENS_SCOPUS_00885|SENS_WOS_art02_00179,JA_EXISTIA_NO_CORPUS,REG_05371,doi_exato
SENS_SCOPUS_00895,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,AI-empowered digital twin modeling for high-precision building defect management integrating UAV and GeoBIM,10.1007/s12273-025-1332-9,2025,2,SENS_SCOPUS_00895|SENS_WOS_art01_00939,JA_EXISTIA_NO_CORPUS,REG_05217,doi_exato
